stimulus,gender,x,y,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,key_resp_4.keys,key_resp_4.rt,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,participant,session,date,expName,psychopyVersion,frameRate,
POFA/fMRI_POFA/006a.tif,f,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.0794597779167816,,,,,,,,,,,07-diego,001,2019_Nov_05_2019,emofaces3,3.0.1,64.05631868456581,
POFA/fMRI_POFA/047a.tif,f,,,0,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.9390470022335649,,,,,,,,,,,07-diego,001,2019_Nov_05_2019,emofaces3,3.0.1,64.05631868456581,
POFA/fMRI_POFA/021a.tif,m,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.7360404600622132,,,,,,,,,,,07-diego,001,2019_Nov_05_2019,emofaces3,3.0.1,64.05631868456581,
POFA/fMRI_POFA/033a.tif,m,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.7360128542641178,,,,,,,,,,,07-diego,001,2019_Nov_05_2019,emofaces3,3.0.1,64.05631868456581,
POFA/fMRI_POFA/056a.tif,f,,,0,4,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.7043360390234739,,,,,,,,,,,07-diego,001,2019_Nov_05_2019,emofaces3,3.0.1,64.05631868456581,
POFA/fMRI_POFA/041a.tif,m,,,0,5,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.6463326024822891,,,,,,,,,,,07-diego,001,2019_Nov_05_2019,emofaces3,3.0.1,64.05631868456581,
POFA/fMRI_POFA/072a.tif,f,,,0,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.5324782649986446,,,,,,,,,,,07-diego,001,2019_Nov_05_2019,emofaces3,3.0.1,64.05631868456581,
POFA/fMRI_POFA/083a.tif,m,,,0,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.6420431038131937,,,,,,,,,,,07-diego,001,2019_Nov_05_2019,emofaces3,3.0.1,64.05631868456581,
POFA/fMRI_POFA/013a.tif,f,,,0,8,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.8918529608054087,,,,,,,,,,,07-diego,001,2019_Nov_05_2019,emofaces3,3.0.1,64.05631868456581,
POFA/fMRI_POFA/028a.tif,m,,,0,9,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.8449579809093848,,,,,,,,,,,07-diego,001,2019_Nov_05_2019,emofaces3,3.0.1,64.05631868456581,
