stimulus,gender,x,y,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,key_resp_3.keys,key_resp_3.rt,key_resp_6.keys,key_resp_6.rt,participant,session,date,expName,psychopyVersion,frameRate
POFA/fMRI_POFA/014a.tif,m,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,1.0624054152385725,,,,,,,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/101a.tif,m,,,0,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.7970106614457109,,,,,,,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/048a.tif,f,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.5479563321005116,,,,,,,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/057a.tif,f,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.8598007862656232,,,,,,,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/066a.tif,f,,,0,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.8443993080181826,,,,,,,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/001a.tif,f,,,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.1563028665996171,,,,,,,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/093a.tif,f,,,0,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.875309501866468,,,,,,,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/007a.tif,f,,,0,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.0469402316321066,,,,,,,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/084a.tif,f,,,0,8,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.0321609423863265,,,,,,,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/042a.tif,f,,,0,9,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.1257876459740146,,,,,,,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/003a.tif,f,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.6155286058292404,,,,,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/018a.tif,m,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,1.2665633932019773,,,,,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/038a.tif,m,,,,,,,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,1.4232591095124008,,,,,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/044a.tif,f,,,,,,,0,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.0635340618400733,,,,,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/069a.tif,f,,,,,,,0,4,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.1888531195090764,,,,,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/025a.tif,m,,,,,,,0,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.7825782124846228,,,,,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/061a.tif,f,,,,,,,0,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.0482069065101314,,,,,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/010a.tif,f,,,,,,,0,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.2826238679917878,,,,,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/030a.tif,m,,,,,,,0,8,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.6726461223961451,,,,,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/053a.tif,f,,,,,,,0,9,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.6889076229836064,,,,,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/033a.tif,m,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.6417946790452334,,,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/056a.tif,f,,,,,,,,,,,0,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.7514956602490201,,,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/047a.tif,f,,,,,,,,,,,0,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.9077985268486373,,,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/072a.tif,f,,,,,,,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.8610299457650399,,,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/041a.tif,m,,,,,,,,,,,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.8452543754965518,,,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/021a.tif,m,,,,,,,,,,,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.9700921037920125,,,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/028a.tif,m,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.766975708438622,,,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/013a.tif,f,,,,,,,,,,,0,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.6732201784598146,,,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/083a.tif,m,,,,,,,,,,,0,8,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.9702393339530317,,,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/006a.tif,f,,,,,,,,,,,0,9,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.970109799724014,,,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
,,0.4,-0.2,,,,,,,,,,,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
,,-0.2,-0.2,,,,,,,,,,,,,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.3127929561687779,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
,,-0.4,0.2,,,,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.34466333133786975,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
,,-0.4,0.0,,,,,,,,,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.500866392874741,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
,,-0.2,-0.4,,,,,,,,,,,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.34404255801109684,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
,,0.4,0.4,,,,,,,,,,,,,0,5,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.34405423732732743,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
,,0.2,0.0,,,,,,,,,,,,,0,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.34459219368636695,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
,,0.0,0.2,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.3289673927665717,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
,,0.2,-0.4,,,,,,,,,,,,,0,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.40729419276067347,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
,,0.0,0.4,,,,,,,,,,,,,0,9,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.4695191094842812,,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/015a.tif,m,,,,,,,,,,,,,,,,,,,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.9075606935102769,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/002a.tif,f,,,,,,,,,,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/086a.tif,f,,,,,,,,,,,,,,,,,,,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/049a.tif,f,,,,,,,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/008a.tif,f,,,,,,,,,,,,,,,,,,,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/067a.tif,f,,,,,,,,,,,,,,,,,,,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/023a.tif,m,,,,,,,,,,,,,,,,,,,0,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,1.1890201691157927,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/094a.tif,f,,,,,,,,,,,,,,,,,,,0,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/033a-sad.tif,m,,,,,,,,,,,,,,,,,,,0,8,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.626479203031522,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/058a.tif,f,,,,,,,,,,,,,,,,,,,0,9,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,,,,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/072c.tif,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,1.2043699752402972,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/021c.tif,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,2.5626358162844554,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/006c.tif,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.2672347768966574,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/033c.tif,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,1.188959295107452,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/006c.tif,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,1.298304234141142,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
POFA/fMRI_POFA/013c.tif,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,1.7671222307635617,10-rosa,1,2020_Feb_25_1925,emofaces4,3.0.1,64.07236494512503
