x,y,stimulus,gender,blank_loop.thisRepN,blank_loop.thisTrialN,blank_loop.thisN,blank_loop.thisIndex,scrambled_loop.thisRepN,scrambled_loop.thisTrialN,scrambled_loop.thisN,scrambled_loop.thisIndex,happy_loop.thisRepN,happy_loop.thisTrialN,happy_loop.thisN,happy_loop.thisIndex,sad_loop.thisRepN,sad_loop.thisTrialN,sad_loop.thisN,sad_loop.thisIndex,angry_loop.thisRepN,angry_loop.thisTrialN,angry_loop.thisN,angry_loop.thisIndex,neutral_loop.thisRepN,neutral_loop.thisTrialN,neutral_loop.thisN,neutral_loop.thisIndex,happy_loop2.thisRepN,happy_loop2.thisTrialN,happy_loop2.thisN,happy_loop2.thisIndex,sad_loop2.thisRepN,sad_loop2.thisTrialN,sad_loop2.thisN,sad_loop2.thisIndex,angry_loop2.thisRepN,angry_loop2.thisTrialN,angry_loop2.thisN,angry_loop2.thisIndex,netral_2.thisRepN,netral_2.thisTrialN,netral_2.thisN,netral_2.thisIndex,scrambled_loop2.thisRepN,scrambled_loop2.thisTrialN,scrambled_loop2.thisN,scrambled_loop2.thisIndex,blank_loop2.thisRepN,blank_loop2.thisTrialN,blank_loop2.thisN,blank_loop2.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,participant,session,date,expName,psychopyVersion,frameRate,
-0.2,-0.4,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.626150015683379,,,,,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
-0.2,-0.2,,,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.7040391009650193,,,,,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
0.2,0.0,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.5945839770138264,,,,,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
-0.4,0.2,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.5477261586347595,,,,,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
-0.4,0.0,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.8290992229594849,,,,,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
0.4,0.4,,,0,5,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.39151302160462365,,,,,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
0.2,-0.4,,,0,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.36012748163193464,,,,,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
0.0,0.4,,,0,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.5789864112739451,,,,,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
0.0,0.2,,,0,8,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.42272974213119596,,,,,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
0.4,-0.2,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.5165016519022174,,,,,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/013c.tif,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.7824827774311416,,,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/033c.tif,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.4076209385530092,,,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/033c.tif,,,,,,0,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/083c.tif,,,,,,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.31401360110612586,,,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/013c.tif,,,,,,0,4,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.3603320468100719,,,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/006c.tif,,,,,,0,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.39878924295771867,,,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/021c.tif,,,,,,0,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.37612745334627107,,,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/021c.tif,,,,,,0,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/006c.tif,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.37656171194976196,,,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/072c.tif,,,,,,0,9,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.438329785305541,,,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/066a.tif,f,,,,,,,,,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.1262503517209552,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/048a.tif,f,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.829245037632063,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/007a.tif,f,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.8498077334952541,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/001a.tif,f,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.1570374145521782,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/057a.tif,f,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.5479707167251036,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/101a.tif,m,,,,,,,,,0,5,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.7089525589253753,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/042a.tif,f,,,,,,,,,0,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.411578461236786,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/093a.tif,f,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.8138835358549841,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/014a.tif,m,,,,,,,,,0,8,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.814001390885096,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/084a.tif,f,,,,,,,,,0,9,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.078982341219671,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/058a.tif,f,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.8732262020348571,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/049a.tif,f,,,,,,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.7202082459698431,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/002a.tif,f,,,,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.704574934381526,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/033a-sad.tif,m,,,,,,,,,,,,,0,3,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/015a.tif,m,,,,,,,,,,,,,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/008a.tif,f,,,,,,,,,,,,,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.2202894703368656,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/086a.tif,f,,,,,,,,,,,,,0,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.7976871391292661,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/094a.tif,f,,,,,,,,,,,,,0,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.6419762130826712,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/067a.tif,f,,,,,,,,,,,,,0,8,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.8763215779326856,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/023a.tif,m,,,,,,,,,,,,,0,9,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/069a.tif,f,,,,,,,,,,,,,,,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.8138771653175354,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/010a.tif,f,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.8453933013952337,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/018a.tif,m,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.7829503044486046,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/038a.tif,m,,,,,,,,,,,,,,,,,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.9077842722181231,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/053a.tif,f,,,,,,,,,,,,,,,,,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.0792435334878974,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/044a.tif,f,,,,,,,,,,,,,,,,,0,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.2048023273819126,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/030a.tif,m,,,,,,,,,,,,,,,,,0,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,1.0169254699721932,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/061a.tif,f,,,,,,,,,,,,,,,,,0,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.7358284625224769,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/003a.tif,f,,,,,,,,,,,,,,,,,0,8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.8296385955763981,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/025a.tif,m,,,,,,,,,,,,,,,,,0,9,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.7359810016350821,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/083a.tif,m,,,,,,,,,,,,,,,,,,,,,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.7983868370647542,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/028a.tif,m,,,,,,,,,,,,,,,,,,,,,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,1.641737671685405,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/033a.tif,m,,,,,,,,,,,,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.8674920058110729,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/047a.tif,f,,,,,,,,,,,,,,,,,,,,,0,3,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.8988640968455002,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/013a.tif,f,,,,,,,,,,,,,,,,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.6565056511899456,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/021a.tif,m,,,,,,,,,,,,,,,,,,,,,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,2.0164508644957095,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/041a.tif,m,,,,,,,,,,,,,,,,,,,,,0,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.8763268867041916,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/056a.tif,f,,,,,,,,,,,,,,,,,,,,,0,7,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.8833309444016777,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/006a.tif,f,,,,,,,,,,,,,,,,,,,,,0,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.6107881600037217,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/072a.tif,f,,,,,,,,,,,,,,,,,,,,,0,9,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.2200318173272535,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/014a.tif,m,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,b,0.8609122970956378,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/007a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,c,0.7513209143071435,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/093a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,c,0.6888750860816799,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/042a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,c,0.7827145943883806,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/101a.tif,m,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,8,,,,,,,,,,,,,,,,,,,,,,,,,b,0.7513198525412008,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/048a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,c,0.7513566601555794,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/001a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,c,0.7083678846247494,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/057a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,c,0.7674514821264893,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/084a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,6,,,,,,,,,,,,,,,,,,,,,,,,,c,0.6890566464862786,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/066a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,5,,,,,,,,,,,,,,,,,,,,,,,,,c,0.771061456296593,,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/033a-sad.tif,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,b,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/002a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,c,1.1733275998267345,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/023a.tif,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,8,,,,,,,,,,,,,,,,,,,,,,,b,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/086a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,c,0.8297745004529133,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/094a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,6,,,,,,,,,,,,,,,,,,,,,,,c,0.8753164478112012,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/049a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,2,,,,,,,,,,,,,,,,,,,,,,,c,0.7202638112357818,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
,,POFA/fMRI_POFA/015a.tif,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,7,,,,,,,,,,,,,,,,,,,,,,,b,,,,,,06-job,001,2019_Nov_05_1853,emofaces,3.0.1,63.9950941985532,
