x,y,stimulus,gender,blank_loop.thisRepN,blank_loop.thisTrialN,blank_loop.thisN,blank_loop.thisIndex,scrambled_loop.thisRepN,scrambled_loop.thisTrialN,scrambled_loop.thisN,scrambled_loop.thisIndex,happy_loop.thisRepN,happy_loop.thisTrialN,happy_loop.thisN,happy_loop.thisIndex,sad_loop.thisRepN,sad_loop.thisTrialN,sad_loop.thisN,sad_loop.thisIndex,angry_loop.thisRepN,angry_loop.thisTrialN,angry_loop.thisN,angry_loop.thisIndex,neutral_loop.thisRepN,neutral_loop.thisTrialN,neutral_loop.thisN,neutral_loop.thisIndex,happy_loop2.thisRepN,happy_loop2.thisTrialN,happy_loop2.thisN,happy_loop2.thisIndex,sad_loop2.thisRepN,sad_loop2.thisTrialN,sad_loop2.thisN,sad_loop2.thisIndex,angry_loop2.thisRepN,angry_loop2.thisTrialN,angry_loop2.thisN,angry_loop2.thisIndex,netral_2.thisRepN,netral_2.thisTrialN,netral_2.thisN,netral_2.thisIndex,scrambled_loop2.thisRepN,scrambled_loop2.thisTrialN,scrambled_loop2.thisN,scrambled_loop2.thisIndex,blank_loop2.thisRepN,blank_loop2.thisTrialN,blank_loop2.thisN,blank_loop2.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,participant,session,date,expName,psychopyVersion,frameRate,
-0.2,-0.2,,,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,enrique,001,2019_Oct_14_1844,emofaces,3.0.1,63.96490131866728,
0.4,0.4,,,0,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.31333118149632355,,,,,,,,,,,enrique,001,2019_Oct_14_1844,emofaces,3.0.1,63.96490131866728,
-0.4,0.0,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.31327136899199104,,,,,,,,,,,enrique,001,2019_Oct_14_1844,emofaces,3.0.1,63.96490131866728,
0.0,0.4,,,0,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.36024117535271216,,,,,,,,,,,enrique,001,2019_Oct_14_1844,emofaces,3.0.1,63.96490131866728,
0.2,0.0,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.42267304572305875,,,,,,,,,,,enrique,001,2019_Oct_14_1844,emofaces,3.0.1,63.96490131866728,
0.2,-0.4,,,0,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.31336551175263594,,,,,,,,,,,enrique,001,2019_Oct_14_1844,emofaces,3.0.1,63.96490131866728,
0.0,0.2,,,0,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.3288810177036794,,,,,,,,,,,enrique,001,2019_Oct_14_1844,emofaces,3.0.1,63.96490131866728,
-0.2,-0.4,,,0,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.2976390693875146,,,,,,,,,,,enrique,001,2019_Oct_14_1844,emofaces,3.0.1,63.96490131866728,
-0.4,0.2,,,0,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.3134164762595901,,,,,,,,,,,enrique,001,2019_Oct_14_1844,emofaces,3.0.1,63.96490131866728,
0.4,-0.2,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.36033000931638526,,,,,,,,,,,enrique,001,2019_Oct_14_1844,emofaces,3.0.1,63.96490131866728,
