stimulus,gender,x,y,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,key_resp_4.keys,key_resp_4.rt,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,participant,session,date,expName,psychopyVersion,frameRate,
POFA/fMRI_POFA/083a.tif,m,,,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,2.0953054747078568,,,,,,,,,,,11-laura,001,2020_Mar_12_2055,emofaces3,3.0.1,64.16962286520469,
POFA/fMRI_POFA/028a.tif,m,,,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,1.7828971397684654,,,,,,,,,,,11-laura,001,2020_Mar_12_2055,emofaces3,3.0.1,64.16962286520469,
POFA/fMRI_POFA/033a.tif,m,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,1.0639245246129576,,,,,,,,,,,11-laura,001,2020_Mar_12_2055,emofaces3,3.0.1,64.16962286520469,
POFA/fMRI_POFA/041a.tif,m,,,0,3,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.9703790898929583,,,,,,,,,,,11-laura,001,2020_Mar_12_2055,emofaces3,3.0.1,64.16962286520469,
POFA/fMRI_POFA/006a.tif,f,,,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.4076341778272763,,,,,,,,,,,11-laura,001,2020_Mar_12_2055,emofaces3,3.0.1,64.16962286520469,
POFA/fMRI_POFA/056a.tif,f,,,0,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.8295663357712328,,,,,,,,,,,11-laura,001,2020_Mar_12_2055,emofaces3,3.0.1,64.16962286520469,
POFA/fMRI_POFA/072a.tif,f,,,0,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.8608803951501613,,,,,,,,,,,11-laura,001,2020_Mar_12_2055,emofaces3,3.0.1,64.16962286520469,
POFA/fMRI_POFA/021a.tif,m,,,0,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.876101750342059,,,,,,,,,,,11-laura,001,2020_Mar_12_2055,emofaces3,3.0.1,64.16962286520469,
POFA/fMRI_POFA/047a.tif,f,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.9390045103355078,,,,,,,,,,,11-laura,001,2020_Mar_12_2055,emofaces3,3.0.1,64.16962286520469,
POFA/fMRI_POFA/013a.tif,f,,,0,9,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.8452254889853066,,,,,,,,,,,11-laura,001,2020_Mar_12_2055,emofaces3,3.0.1,64.16962286520469,
,,-0.4,0.0,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,11-laura,001,2020_Mar_12_2055,emofaces3,3.0.1,64.16962286520469,
,,0.0,0.2,,,,,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.34462028720008675,,,,,,,,,11-laura,001,2020_Mar_12_2055,emofaces3,3.0.1,64.16962286520469,
,,0.2,0.0,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.4217091888713185,,,,,,,,,11-laura,001,2020_Mar_12_2055,emofaces3,3.0.1,64.16962286520469,
,,-0.2,-0.2,,,,,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.439212614815915,,,,,,,,,11-laura,001,2020_Mar_12_2055,emofaces3,3.0.1,64.16962286520469,
,,0.0,0.4,,,,,0,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.31351291663304437,,,,,,,,,11-laura,001,2020_Mar_12_2055,emofaces3,3.0.1,64.16962286520469,
,,0.4,-0.2,,,,,0,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.3447834439430153,,,,,,,,,11-laura,001,2020_Mar_12_2055,emofaces3,3.0.1,64.16962286520469,
,,0.4,0.4,,,,,0,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.40718186914455146,,,,,,,,,11-laura,001,2020_Mar_12_2055,emofaces3,3.0.1,64.16962286520469,
,,-0.4,0.2,,,,,0,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.31340992616605945,,,,,,,,,11-laura,001,2020_Mar_12_2055,emofaces3,3.0.1,64.16962286520469,
