stimulus,gender,x,y,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,key_resp_3.keys,key_resp_3.rt,key_resp_6.keys,key_resp_6.rt,participant,session,date,expName,psychopyVersion,frameRate,
POFA/fMRI_POFA/007a.tif,f,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.1420585475862026,,,,,,,,,,,09-elisa4,001,2020_Feb_21_1915,emofaces4,3.0.1,64.02362451870844,
POFA/fMRI_POFA/042a.tif,f,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.579631831147708,,,,,,,,,,,09-elisa4,001,2020_Feb_21_1915,emofaces4,3.0.1,64.02362451870844,
POFA/fMRI_POFA/093a.tif,f,,,0,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.6888639414391946,,,,,,,,,,,09-elisa4,001,2020_Feb_21_1915,emofaces4,3.0.1,64.02362451870844,
POFA/fMRI_POFA/048a.tif,f,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.5951859088963829,,,,,,,,,,,09-elisa4,001,2020_Feb_21_1915,emofaces4,3.0.1,64.02362451870844,
POFA/fMRI_POFA/066a.tif,f,,,0,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.5169830298982561,,,,,,,,,,,09-elisa4,001,2020_Feb_21_1915,emofaces4,3.0.1,64.02362451870844,
POFA/fMRI_POFA/084a.tif,f,,,0,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.6734075456624851,,,,,,,,,,,09-elisa4,001,2020_Feb_21_1915,emofaces4,3.0.1,64.02362451870844,
POFA/fMRI_POFA/101a.tif,m,,,0,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.7874706644506659,,,,,,,,,,,09-elisa4,001,2020_Feb_21_1915,emofaces4,3.0.1,64.02362451870844,
POFA/fMRI_POFA/001a.tif,f,,,0,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.9695788033131976,,,,,,,,,,,09-elisa4,001,2020_Feb_21_1915,emofaces4,3.0.1,64.02362451870844,
POFA/fMRI_POFA/014a.tif,m,,,0,8,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.6570366204541642,,,,,,,,,,,09-elisa4,001,2020_Feb_21_1915,emofaces4,3.0.1,64.02362451870844,
POFA/fMRI_POFA/057a.tif,f,,,0,9,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.7671613171114586,,,,,,,,,,,09-elisa4,001,2020_Feb_21_1915,emofaces4,3.0.1,64.02362451870844,
POFA/fMRI_POFA/018a.tif,m,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.6408277906593867,,,,,,,,,09-elisa4,001,2020_Feb_21_1915,emofaces4,3.0.1,64.02362451870844,
POFA/fMRI_POFA/010a.tif,f,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.1108481092087459,,,,,,,,,09-elisa4,001,2020_Feb_21_1915,emofaces4,3.0.1,64.02362451870844,
POFA/fMRI_POFA/061a.tif,f,,,,,,,0,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.7984743923007045,,,,,,,,,09-elisa4,001,2020_Feb_21_1915,emofaces4,3.0.1,64.02362451870844,
POFA/fMRI_POFA/003a.tif,f,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.7202867318701465,,,,,,,,,09-elisa4,001,2020_Feb_21_1915,emofaces4,3.0.1,64.02362451870844,
POFA/fMRI_POFA/044a.tif,f,,,,,,,0,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.6721875832881778,,,,,,,,,09-elisa4,001,2020_Feb_21_1915,emofaces4,3.0.1,64.02362451870844,
POFA/fMRI_POFA/053a.tif,f,,,,,,,0,5,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.8297230540483724,,,,,,,,,09-elisa4,001,2020_Feb_21_1915,emofaces4,3.0.1,64.02362451870844,
POFA/fMRI_POFA/069a.tif,f,,,,,,,0,6,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.0796840343391523,,,,,,,,,09-elisa4,001,2020_Feb_21_1915,emofaces4,3.0.1,64.02362451870844,
POFA/fMRI_POFA/025a.tif,m,,,,,,,0,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.7242304628307465,,,,,,,,,09-elisa4,001,2020_Feb_21_1915,emofaces4,3.0.1,64.02362451870844,
POFA/fMRI_POFA/038a.tif,m,,,,,,,0,8,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.5530556217127014,,,,,,,,,09-elisa4,001,2020_Feb_21_1915,emofaces4,3.0.1,64.02362451870844,
POFA/fMRI_POFA/030a.tif,m,,,,,,,0,9,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.6261323229118716,,,,,,,,,09-elisa4,001,2020_Feb_21_1915,emofaces4,3.0.1,64.02362451870844,
POFA/fMRI_POFA/006a.tif,f,,,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.5636604816827457,,,,,,,09-elisa4,001,2020_Feb_21_1915,emofaces4,3.0.1,64.02362451870844,
POFA/fMRI_POFA/028a.tif,m,,,,,,,,,,,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.6146101022313815,,,,,,,09-elisa4,001,2020_Feb_21_1915,emofaces4,3.0.1,64.02362451870844,
POFA/fMRI_POFA/033a.tif,m,,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.6263390122330748,,,,,,,09-elisa4,001,2020_Feb_21_1915,emofaces4,3.0.1,64.02362451870844,
