x,y,stimulus,gender,blank_loop.thisRepN,blank_loop.thisTrialN,blank_loop.thisN,blank_loop.thisIndex,scrambled_loop.thisRepN,scrambled_loop.thisTrialN,scrambled_loop.thisN,scrambled_loop.thisIndex,happy_loop.thisRepN,happy_loop.thisTrialN,happy_loop.thisN,happy_loop.thisIndex,sad_loop.thisRepN,sad_loop.thisTrialN,sad_loop.thisN,sad_loop.thisIndex,angry_loop.thisRepN,angry_loop.thisTrialN,angry_loop.thisN,angry_loop.thisIndex,neutral_loop.thisRepN,neutral_loop.thisTrialN,neutral_loop.thisN,neutral_loop.thisIndex,happy_loop2.thisRepN,happy_loop2.thisTrialN,happy_loop2.thisN,happy_loop2.thisIndex,sad_loop2.thisRepN,sad_loop2.thisTrialN,sad_loop2.thisN,sad_loop2.thisIndex,angry_loop2.thisRepN,angry_loop2.thisTrialN,angry_loop2.thisN,angry_loop2.thisIndex,netral_2.thisRepN,netral_2.thisTrialN,netral_2.thisN,netral_2.thisIndex,scrambled_loop2.thisRepN,scrambled_loop2.thisTrialN,scrambled_loop2.thisN,scrambled_loop2.thisIndex,blank_loop2.thisRepN,blank_loop2.thisTrialN,blank_loop2.thisN,blank_loop2.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,participant,session,date,expName,psychopyVersion,frameRate,
0.4,-0.2,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.8921209259715397,,,,,,,,,,,09-elisa1,001,2020_Feb_21_1848,emofaces,3.0.1,64.00694550540842,
-0.2,-0.4,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.6414772339339834,,,,,,,,,,,09-elisa1,001,2020_Feb_21_1848,emofaces,3.0.1,64.00694550540842,
-0.2,-0.2,,,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.7508293231076095,,,,,,,,,,,09-elisa1,001,2020_Feb_21_1848,emofaces,3.0.1,64.00694550540842,
-0.4,0.0,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.6259380208211951,,,,,,,,,,,09-elisa1,001,2020_Feb_21_1848,emofaces,3.0.1,64.00694550540842,
0.0,0.2,,,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.45400048201554455,,,,,,,,,,,09-elisa1,001,2020_Feb_21_1848,emofaces,3.0.1,64.00694550540842,
0.4,0.4,,,0,5,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.5789586752362084,,,,,,,,,,,09-elisa1,001,2020_Feb_21_1848,emofaces,3.0.1,64.00694550540842,
0.2,0.0,,,0,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.6414524595020339,,,,,,,,,,,09-elisa1,001,2020_Feb_21_1848,emofaces,3.0.1,64.00694550540842,
0.2,-0.4,,,0,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.5633373526798096,,,,,,,,,,,09-elisa1,001,2020_Feb_21_1848,emofaces,3.0.1,64.00694550540842,
-0.4,0.2,,,0,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.6103719097736757,,,,,,,,,,,09-elisa1,001,2020_Feb_21_1848,emofaces,3.0.1,64.00694550540842,
0.0,0.4,,,0,9,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.4227295233285986,,,,,,,,,,,09-elisa1,001,2020_Feb_21_1848,emofaces,3.0.1,64.00694550540842,
,,POFA/fMRI_POFA/021c.tif,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.6729800102475565,,,,,,,,,09-elisa1,001,2020_Feb_21_1848,emofaces,3.0.1,64.00694550540842,
,,POFA/fMRI_POFA/013c.tif,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.4389026072458364,,,,,,,,,09-elisa1,001,2020_Feb_21_1848,emofaces,3.0.1,64.00694550540842,
,,POFA/fMRI_POFA/033c.tif,,,,,,0,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.48586390289710835,,,,,,,,,09-elisa1,001,2020_Feb_21_1848,emofaces,3.0.1,64.00694550540842,
,,POFA/fMRI_POFA/083c.tif,,,,,,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.32967049692524597,,,,,,,,,09-elisa1,001,2020_Feb_21_1848,emofaces,3.0.1,64.00694550540842,
,,POFA/fMRI_POFA/021c.tif,,,,,,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.4123476329841651,,,,,,,,,09-elisa1,001,2020_Feb_21_1848,emofaces,3.0.1,64.00694550540842,
,,POFA/fMRI_POFA/072c.tif,,,,,,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.360864301037509,,,,,,,,,09-elisa1,001,2020_Feb_21_1848,emofaces,3.0.1,64.00694550540842,
,,POFA/fMRI_POFA/013c.tif,,,,,,0,6,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.4859010645013768,,,,,,,,,09-elisa1,001,2020_Feb_21_1848,emofaces,3.0.1,64.00694550540842,
,,POFA/fMRI_POFA/006c.tif,,,,,,0,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.47050943603971973,,,,,,,,,09-elisa1,001,2020_Feb_21_1848,emofaces,3.0.1,64.00694550540842,
,,POFA/fMRI_POFA/006c.tif,,,,,,0,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,09-elisa1,001,2020_Feb_21_1848,emofaces,3.0.1,64.00694550540842,
,,POFA/fMRI_POFA/033c.tif,,,,,,0,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.6264197060081642,,,,,,,,,09-elisa1,001,2020_Feb_21_1848,emofaces,3.0.1,64.00694550540842,
,,POFA/fMRI_POFA/007a.tif,f,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.6106553997378796,,,,,,,09-elisa1,001,2020_Feb_21_1848,emofaces,3.0.1,64.00694550540842,
,,POFA/fMRI_POFA/093a.tif,f,,,,,,,,,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.9615097804053221,,,,,,,09-elisa1,001,2020_Feb_21_1848,emofaces,3.0.1,64.00694550540842,
,,POFA/fMRI_POFA/084a.tif,f,,,,,,,,,0,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.7983176057168748,,,,,,,09-elisa1,001,2020_Feb_21_1848,emofaces,3.0.1,64.00694550540842,
,,POFA/fMRI_POFA/066a.tif,f,,,,,,,,,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.9076679253194015,,,,,,,09-elisa1,001,2020_Feb_21_1848,emofaces,3.0.1,64.00694550540842,
,,POFA/fMRI_POFA/042a.tif,f,,,,,,,,,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.719960417598486,,,,,,,09-elisa1,001,2020_Feb_21_1848,emofaces,3.0.1,64.00694550540842,
,,POFA/fMRI_POFA/014a.tif,m,,,,,,,,,0,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.6875710715539753,,,,,,,09-elisa1,001,2020_Feb_21_1848,emofaces,3.0.1,64.00694550540842,
