x,y,stimulus,gender,blank_loop.thisRepN,blank_loop.thisTrialN,blank_loop.thisN,blank_loop.thisIndex,scrambled_loop.thisRepN,scrambled_loop.thisTrialN,scrambled_loop.thisN,scrambled_loop.thisIndex,happy_loop.thisRepN,happy_loop.thisTrialN,happy_loop.thisN,happy_loop.thisIndex,sad_loop.thisRepN,sad_loop.thisTrialN,sad_loop.thisN,sad_loop.thisIndex,angry_loop.thisRepN,angry_loop.thisTrialN,angry_loop.thisN,angry_loop.thisIndex,neutral_loop.thisRepN,neutral_loop.thisTrialN,neutral_loop.thisN,neutral_loop.thisIndex,happy_loop2.thisRepN,happy_loop2.thisTrialN,happy_loop2.thisN,happy_loop2.thisIndex,sad_loop2.thisRepN,sad_loop2.thisTrialN,sad_loop2.thisN,sad_loop2.thisIndex,angry_loop2.thisRepN,angry_loop2.thisTrialN,angry_loop2.thisN,angry_loop2.thisIndex,netral_2.thisRepN,netral_2.thisTrialN,netral_2.thisN,netral_2.thisIndex,scrambled_loop2.thisRepN,scrambled_loop2.thisTrialN,scrambled_loop2.thisN,scrambled_loop2.thisIndex,blank_loop2.thisRepN,blank_loop2.thisTrialN,blank_loop2.thisN,blank_loop2.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,participant,session,date,expName,psychopyVersion,frameRate,
0.2,-0.4,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.9406774862145539,,,,,,,,,,,12-andrea,001,2020_Mar_12_2204,emofaces,3.0.1,64.09233093013577,
0.4,0.4,,,0,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.7822657479846384,,,,,,,,,,,12-andrea,001,2020_Mar_12_2204,emofaces,3.0.1,64.09233093013577,
0.4,-0.2,,,0,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.9540120983729139,,,,,,,,,,,12-andrea,001,2020_Mar_12_2204,emofaces,3.0.1,64.09233093013577,
-0.4,0.0,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.505330376458005,,,,,,,,,,,12-andrea,001,2020_Mar_12_2204,emofaces,3.0.1,64.09233093013577,
-0.2,-0.4,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.6414880318770884,,,,,,,,,,,12-andrea,001,2020_Mar_12_2204,emofaces,3.0.1,64.09233093013577,
-0.2,-0.2,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.7190065913891885,,,,,,,,,,,12-andrea,001,2020_Mar_12_2204,emofaces,3.0.1,64.09233093013577,
0.0,0.4,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.5790527990757255,,,,,,,,,,,12-andrea,001,2020_Mar_12_2204,emofaces,3.0.1,64.09233093013577,
-0.4,0.2,,,0,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.7659362718986813,,,,,,,,,,,12-andrea,001,2020_Mar_12_2204,emofaces,3.0.1,64.09233093013577,
0.2,0.0,,,0,8,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.39136734543717466,,,,,,,,,,,12-andrea,001,2020_Mar_12_2204,emofaces,3.0.1,64.09233093013577,
0.0,0.2,,,0,9,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.5628100331814494,,,,,,,,,,,12-andrea,001,2020_Mar_12_2204,emofaces,3.0.1,64.09233093013577,
