x,y,stimulus,gender,blank_loop.thisRepN,blank_loop.thisTrialN,blank_loop.thisN,blank_loop.thisIndex,scrambled_loop.thisRepN,scrambled_loop.thisTrialN,scrambled_loop.thisN,scrambled_loop.thisIndex,happy_loop.thisRepN,happy_loop.thisTrialN,happy_loop.thisN,happy_loop.thisIndex,sad_loop.thisRepN,sad_loop.thisTrialN,sad_loop.thisN,sad_loop.thisIndex,angry_loop.thisRepN,angry_loop.thisTrialN,angry_loop.thisN,angry_loop.thisIndex,neutral_loop.thisRepN,neutral_loop.thisTrialN,neutral_loop.thisN,neutral_loop.thisIndex,happy_loop2.thisRepN,happy_loop2.thisTrialN,happy_loop2.thisN,happy_loop2.thisIndex,sad_loop2.thisRepN,sad_loop2.thisTrialN,sad_loop2.thisN,sad_loop2.thisIndex,angry_loop2.thisRepN,angry_loop2.thisTrialN,angry_loop2.thisN,angry_loop2.thisIndex,netral_2.thisRepN,netral_2.thisTrialN,netral_2.thisN,netral_2.thisIndex,scrambled_loop2.thisRepN,scrambled_loop2.thisTrialN,scrambled_loop2.thisN,scrambled_loop2.thisIndex,blank_loop2.thisRepN,blank_loop2.thisTrialN,blank_loop2.thisN,blank_loop2.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,participant,session,date,expName,psychopyVersion,frameRate,
-0.2,-0.2,,,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.45427859949995764,,,,,,,,,,,11-laura,001,2020_Mar_12_2037,emofaces,3.0.1,64.06646305186531,
0.4,0.4,,,0,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.40706896893971134,,,,,,,,,,,11-laura,001,2020_Mar_12_2037,emofaces,3.0.1,64.06646305186531,
-0.4,0.0,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.3446985033515375,,,,,,,,,,,11-laura,001,2020_Mar_12_2037,emofaces,3.0.1,64.06646305186531,
0.2,0.0,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.4539823691593483,,,,,,,,,,,11-laura,001,2020_Mar_12_2037,emofaces,3.0.1,64.06646305186531,
0.2,-0.4,,,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.828994402414537,,,,,,,,,,,11-laura,001,2020_Mar_12_2037,emofaces,3.0.1,64.06646305186531,
0.0,0.2,,,0,5,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.6727167967328569,,,,,,,,,,,11-laura,001,2020_Mar_12_2037,emofaces,3.0.1,64.06646305186531,
-0.4,0.2,,,0,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.34465461736544967,,,,,,,,,,,11-laura,001,2020_Mar_12_2037,emofaces,3.0.1,64.06646305186531,
-0.2,-0.4,,,0,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.3912643549556378,,,,,,,,,,,11-laura,001,2020_Mar_12_2037,emofaces,3.0.1,64.06646305186531,
0.4,-0.2,,,0,8,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.3914122931746533,,,,,,,,,,,11-laura,001,2020_Mar_12_2037,emofaces,3.0.1,64.06646305186531,
0.0,0.4,,,0,9,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.6101860057533486,,,,,,,,,,,11-laura,001,2020_Mar_12_2037,emofaces,3.0.1,64.06646305186531,
