stimulus,gender,x,y,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,key_resp_3.keys,key_resp_3.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,key_resp_4.keys,key_resp_4.rt,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
POFA/fMRI_POFA/067a.tif,f,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,2.407740092359745,,,,,,,,,,,enrique2,001,2019_Oct_14_1856,emofaces2,3.0.1,64.058873942077,
POFA/fMRI_POFA/008a.tif,f,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.5950682641196181,,,,,,,,,,,enrique2,001,2019_Oct_14_1856,emofaces2,3.0.1,64.058873942077,
POFA/fMRI_POFA/023a.tif,m,,,0,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,,,,,,,,,,,enrique2,001,2019_Oct_14_1856,emofaces2,3.0.1,64.058873942077,
POFA/fMRI_POFA/002a.tif,f,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.7508865700037859,,,,,,,,,,,enrique2,001,2019_Oct_14_1856,emofaces2,3.0.1,64.058873942077,
POFA/fMRI_POFA/033a-sad.tif,m,,,0,4,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,,,,,,,,,,,enrique2,001,2019_Oct_14_1856,emofaces2,3.0.1,64.058873942077,
POFA/fMRI_POFA/058a.tif,f,,,0,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.8296440695739875,,,,,,,,,,,enrique2,001,2019_Oct_14_1856,emofaces2,3.0.1,64.058873942077,
POFA/fMRI_POFA/049a.tif,f,,,0,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.6887877385088359,,,,,,,,,,,enrique2,001,2019_Oct_14_1856,emofaces2,3.0.1,64.058873942077,
POFA/fMRI_POFA/094a.tif,f,,,0,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.6154491105262423,,,,,,,,,,,enrique2,001,2019_Oct_14_1856,emofaces2,3.0.1,64.058873942077,
POFA/fMRI_POFA/086a.tif,f,,,0,8,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.5992186858529749,,,,,,,,,,,enrique2,001,2019_Oct_14_1856,emofaces2,3.0.1,64.058873942077,
POFA/fMRI_POFA/015a.tif,m,,,0,9,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,,,,,,,,,,,enrique2,001,2019_Oct_14_1856,emofaces2,3.0.1,64.058873942077,
