x,y,stimulus,gender,blank_loop.thisRepN,blank_loop.thisTrialN,blank_loop.thisN,blank_loop.thisIndex,scrambled_loop.thisRepN,scrambled_loop.thisTrialN,scrambled_loop.thisN,scrambled_loop.thisIndex,happy_loop.thisRepN,happy_loop.thisTrialN,happy_loop.thisN,happy_loop.thisIndex,sad_loop.thisRepN,sad_loop.thisTrialN,sad_loop.thisN,sad_loop.thisIndex,angry_loop.thisRepN,angry_loop.thisTrialN,angry_loop.thisN,angry_loop.thisIndex,neutral_loop.thisRepN,neutral_loop.thisTrialN,neutral_loop.thisN,neutral_loop.thisIndex,happy_loop2.thisRepN,happy_loop2.thisTrialN,happy_loop2.thisN,happy_loop2.thisIndex,sad_loop2.thisRepN,sad_loop2.thisTrialN,sad_loop2.thisN,sad_loop2.thisIndex,angry_loop2.thisRepN,angry_loop2.thisTrialN,angry_loop2.thisN,angry_loop2.thisIndex,netral_2.thisRepN,netral_2.thisTrialN,netral_2.thisN,netral_2.thisIndex,scrambled_loop2.thisRepN,scrambled_loop2.thisTrialN,scrambled_loop2.thisN,scrambled_loop2.thisIndex,blank_loop2.thisRepN,blank_loop2.thisTrialN,blank_loop2.thisN,blank_loop2.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,participant,session,date,expName,psychopyVersion,frameRate
0.0,0.2,,,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.9233811300987327,,,,,,,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
0.4,0.4,,,0,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.7351684035243125,,,,,,,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
-0.2,-0.2,,,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.5946165375748933,,,,,,,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
0.0,0.4,,,0,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.6409813466971173,,,,,,,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
-0.2,-0.4,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.6727200978234578,,,,,,,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
0.4,-0.2,,,0,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.6727307153942093,,,,,,,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
-0.4,0.0,,,0,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.7354377359088176,,,,,,,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
-0.4,0.2,,,0,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.7820106494236825,,,,,,,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
0.2,0.0,,,0,8,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.5008771883258305,,,,,,,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
0.2,-0.4,,,0,9,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.7040429940843751,,,,,,,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
,,POFA/fMRI_POFA/033c.tif,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
,,POFA/fMRI_POFA/021c.tif,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
,,POFA/fMRI_POFA/021c.tif,,,,,,0,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
,,POFA/fMRI_POFA/006c.tif,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
,,POFA/fMRI_POFA/083c.tif,,,,,,0,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
,,POFA/fMRI_POFA/013c.tif,,,,,,0,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
,,POFA/fMRI_POFA/013c.tif,,,,,,0,6,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
,,POFA/fMRI_POFA/006c.tif,,,,,,0,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
,,POFA/fMRI_POFA/072c.tif,,,,,,0,8,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
,,POFA/fMRI_POFA/033c.tif,,,,,,0,9,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
,,POFA/fMRI_POFA/001a.tif,f,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.6264257185880524,,,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
,,POFA/fMRI_POFA/093a.tif,f,,,,,,,,,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.1266393087253164,,,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
,,POFA/fMRI_POFA/084a.tif,f,,,,,,,,,0,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.033163629156661,,,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
,,POFA/fMRI_POFA/007a.tif,f,,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.8922673999868493,,,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
,,POFA/fMRI_POFA/042a.tif,f,,,,,,,,,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.2359355230305482,,,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
,,POFA/fMRI_POFA/048a.tif,f,,,,,,,,,0,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,1.0166830354223748,,,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
,,POFA/fMRI_POFA/014a.tif,m,,,,,,,,,0,6,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.9549907007772163,,,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
,,POFA/fMRI_POFA/101a.tif,m,,,,,,,,,0,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,1.1578280696726324,,,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
,,POFA/fMRI_POFA/057a.tif,f,,,,,,,,,0,8,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.985946583000441,,,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
,,POFA/fMRI_POFA/066a.tif,f,,,,,,,,,0,9,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.0015841415956857,,,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
,,POFA/fMRI_POFA/015a.tif,m,,,,,,,,,,,,,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
,,POFA/fMRI_POFA/067a.tif,f,,,,,,,,,,,,,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.1577817062789109,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
,,POFA/fMRI_POFA/094a.tif,f,,,,,,,,,,,,,0,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.8138761035638709,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
,,POFA/fMRI_POFA/058a.tif,f,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.9389571067827092,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
,,POFA/fMRI_POFA/033a-sad.tif,m,,,,,,,,,,,,,0,4,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
,,POFA/fMRI_POFA/049a.tif,f,,,,,,,,,,,,,0,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.9391938786166065,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
,,POFA/fMRI_POFA/002a.tif,f,,,,,,,,,,,,,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.0324487127081738,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
,,POFA/fMRI_POFA/008a.tif,f,,,,,,,,,,,,,0,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.8919966519256377,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
,,POFA/fMRI_POFA/023a.tif,m,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
,,POFA/fMRI_POFA/086a.tif,f,,,,,,,,,,,,,0,9,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.1107635626199226,,,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
,,POFA/fMRI_POFA/010a.tif,f,,,,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.9230459687737493,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
,,POFA/fMRI_POFA/069a.tif,f,,,,,,,,,,,,,,,,,0,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.095451963454252,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
,,POFA/fMRI_POFA/003a.tif,f,,,,,,,,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.8607473708239013,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
,,POFA/fMRI_POFA/061a.tif,f,,,,,,,,,,,,,,,,,0,3,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.1576422621797064,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
,,POFA/fMRI_POFA/053a.tif,f,,,,,,,,,,,,,,,,,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.1420857510424867,,,05-edgar,1,2019_Oct_30_1832,emofaces,3.0.1,64.01597281220867
